Uniprot ID,Gene,Species,TCGA-CancerName,Cancer Type,Impact,Category,Evidence
Q9Y4K0,LOXL2,Homo sapiens (Human),PRAD,Prostate cancer,increase,Secretion,CAF-derived LOXL2 is an important mediator of intercellular communication within the prostate tumor microenvironment and is a potential therapeutic target.
P10889,CXCL2,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P08505,IL6,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P10749,IL1B,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P12850,GROA,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P50228,CXCL5,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
Q05769,PGH2,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P13609,SRGN,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P10855,CCL3,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P34960,MMP12,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
Q8R460,IL36G,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P28862,MMP3,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
E9PV24,FIBA,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P12813,NR4A1,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
P97430,SLPI,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,We sought to identify genes whose expression changed in CAFs in early neoplastic skin lesionscompared to their normal dermal counterparts.
O15427,MOT4,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"Expression of ?SMA glucose transporter 1, hexokinase 2, lactic dehydrogenase and mono.carboxylate transporter (MCT) 4 were significantly overexpressed in activated fibroblasts, while IL1? and MCT1 were upregulated in OSCC cells, indicating enhanced glycolysis in cells of the tumor stroma and a lactate shuttle to the tumor cells."
P11166,GTR1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"GLUT1, HK2, LDHA and MCT4 expression was increased in activated fibroblast compared with fibroblasts cultured alone."
P52789,HXK2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"GLUT1, HK2, LDHA and MCT4 expression was increased in activated fibroblast compared with fibroblasts cultured alone."
P00338,LDHA,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"GLUT1, HK2, LDHA and MCT4 expression was increased in activated fibroblast compared with fibroblasts cultured alone."
O95760,IL33,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,the long non-coding RNAs (lncRNAs) profile of stromalfibroblasts in oral squamous cell carcinoma (OSCC) and unveiled a novel LncRNA-CAF as animportant molecule reprogramming CAFs via IL-33 to support OSCC growth.
Q06330,SUH,Homo sapiens (Human),HNSC,Head/neck cancer ,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
Q06330,SUH,Homo sapiens (Human),BRCA,Breast cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
Q06330,SUH,Homo sapiens (Human),LUAD,Lung cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
Q06330,SUH,Homo sapiens (Human),LUSC,Lung cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P04637,P53,Homo sapiens (Human),HNSC,Head/neck cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P04637,P53,Homo sapiens (Human),BRCA,Breast cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P04637,P53,Homo sapiens (Human),LUAD,Lung cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P04637,P53,Homo sapiens (Human),LUSC,Lung cancer,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P15018,LIF,Homo sapiens (Human),HNSC,Head/neck cancer ,increase,Regulator,"that exposure to LIF initiates an epigenetic switch leading to the constitutive activation of JAK1/STAT3 signalling, which results in sustained proinvasive activity of CAF."
P15018,LIF,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"that exposure to LIF initiates an epigenetic switch leading to the constitutive activation of JAK1/STAT3 signalling, which results in sustained proinvasive activity of CAF."
P15018,LIF,Homo sapiens (Human),LUAD,Lung cancer,increase,Regulator,"that exposure to LIF initiates an epigenetic switch leading to the constitutive activation of JAK1/STAT3 signalling, which results in sustained proinvasive activity of CAF."
P15018,LIF,Homo sapiens (Human),LUSC,Lung cancer,increase,Regulator,"that exposure to LIF initiates an epigenetic switch leading to the constitutive activation of JAK1/STAT3 signalling, which results in sustained proinvasive activity of CAF."
P36897,TGFR1,Homo sapiens (Human),LIHC,Hepatocellular carcinoma,increase,Regulator,TGF-? signaling induce CAFs activation.
P36897,TGFR1,Homo sapiens (Human),BLCA,Bladder cancer,increase,Regulator,healthy fibroblasts acquired a CAF phenotype following exposure to cancer-derived exosomes and that the differentiation of HFs to CAFs was associated with the activation of the TGFb/SMAD signaling pathway.
P36897,TGFR1,Homo sapiens (Human),BRCA,Breast cancer,increase,Secretion,CAFs activated TGF-?/Smad signalling pathway in breast cancer cells mainly through paracrine TGF-?1.
P01137,TGFB1,Homo sapiens (Human),PRAD,Prostate cancer,increase,Regulator,TGF?1 is important to induce MSC transdifferentiation into carcinoma associated fibroblast?like (CAF) cells.
Q15796,SMAD2,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,CAFs activated TGF-?/Smad signalling pathway in breast cancer cells mainly through paracrine TGF-?1.
Q15796,SMAD2,Homo sapiens (Human),BLCA,Bladder cancer,increase,Responsor,healthy fibroblasts acquired a CAF phenotype following exposure to cancer-derived exosomes and that the differentiation of HFs to CAFs was associated with the activation of the TGFb/SMAD signaling pathway.
P48061,SDF1,Homo sapiens (Human),BRCA,Breast cancer,increase,Secretion,"By secreting CXCL12, CAF-S1 attracts CD4+ CD25+ T lymphocytes and retains them by OX40L, PD-L2, and JAM2."
P05231,IL6,Homo sapiens (Human),BRCA,Breast cancer,increase,Secretion,CAFs promote ductal carcinoma in situ (DCIS) progression to invasive breast carcinoma via paracrine interleukin-6 (IL-6) signaling
P05231,IL6,Homo sapiens (Human),LUAD,Non-small cell Lung cancer,increase,Secretion,IL-6 from CAFs enhanced EMT in NSCLC cells. IL-6  may contribute to maintenance of a paracrine loop that functions as part of the communication between CAFs andNSCLC cells resulting in chemoresistance.
P05231,IL6,Homo sapiens (Human),LUSC,Non-small cell Lung cancer,increase,Secretion,IL-6 from CAFs enhanced EMT in NSCLC cells. IL-6  may contribute to maintenance of a paracrine loop that functions as part of the communication between CAFs andNSCLC cells resulting in chemoresistance.
P97321,SEPR,Mus musculus (Mouse),LIHC,Primary liver tumor,increase,Regulator,the fibroblast activation protein (FAP) triggers induction of a CAF subset with an inflammatory phenotype directed by STAT3 activation and inflammation-associated expression signature marked by CCL2 upregulation.
P42227,STAT3,Mus musculus (Mouse),LIHC,Primary liver tumor,increase,Responsor,the fibroblast activation protein (FAP) triggers induction of a CAF subset with an inflammatory phenotype directed by STAT3 activation and inflammation-associated expression signature marked by CCL2 upregulation.
P10148,CCL2,Mus musculus (Mouse),LIHC,Primary liver tumor,increase,Responsor,the fibroblast activation protein (FAP) triggers induction of a CAF subset with an inflammatory phenotype directed by STAT3 activation and inflammation-associated expression signature marked by CCL2 upregulation.
P13500,CCL2,Homo sapiens (Human),PRAD,Prostate cancer,increase,Secretion,"CAFs also secrete large quantities of growth factors and proinflammatory cytokines and chemokines, notably, transforming growth factor- ?(TGF?), interleukin-6 (IL-6) and CC- chemokine ligand 2 (CCL2), to recruit immune cells—especially immunosuppressive cells—into the tumour stroma to assist in immune evasion."
P13500,CCL2,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,PCDF cells express AR and have CAF-like features. Decreased expression of CCL2 and CXCL8 in testosterone-stimulated PCDFs reduces migration of prostate cancer cells in the in vitro setting.
P10145,IL8,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,AR signaling in CAF-like cells decreased expression of multiple cytokines; most notably CCL2 and CXCL8 and both cytokines increased migration of prostate cancer cells. These results suggest direct paracrine regulation of prostate cancer cell migration by CAFs through AR signaling.
Q03135,CAV1,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"In addition to the markers for positive selection, low caveolin 1 (CAV1) expression maydefine a subpopulation of pro-tumorigenic CAFs that have undergone metabolic reprogramming, whereas its upregulation in CAFs promotes the metastasis of cancer cells."
Q03135,CAV1,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,CAF expression of Cav1 favors tumor progression via biomechanical remodeling of the primary tumor-associated stroma.
Q03135,CAV1,Homo sapiens (Human),KIRC,Kidney cancer,increase,Regulator,CAF expression of Cav1 favors tumor progression via biomechanical remodeling of the primary tumor-associated stroma.
Q03135,CAV1,Homo sapiens (Human),KIRP,Kidney cancer,increase,Regulator,CAF expression of Cav1 favors tumor progression via biomechanical remodeling of the primary tumor-associated stroma.
Q03135,CAV1,Homo sapiens (Human),SKCM,Melanoma,increase,Regulator,CAF expression of Cav1 favors tumor progression via biomechanical remodeling of the primary tumor-associated stroma.
Q03135,CAV1,Homo sapiens (Human),COAD,Colon cancer,increase,Regulator,CAF expression of Cav1 favors tumor progression via biomechanical remodeling of the primary tumor-associated stroma.
P08473,NEP,Homo sapiens (Human),LAML,Acute lymphoblastic leukemias,increase,Regulator,"It is noteworthy that we have recently identified two novel cell surface proteins-CD10, a zinc- dependent metalloproteinase, and G protein- coupled receptor 77(GPR77), an alternative receptor for complement C5a-that can jointly mark a unique pro- tumorigenic CAF subset involved in cancer stemness and chemore sistance."
P05017,IGF1,Mus musculus (Mouse),BRCA,Breast cancer,increase,Secretion,"Specifically, CAFs in the primary breast tumour stroma produce ample amounts of SDF1 and insulin- like growthfactor 1 (IGF1), which help cancer cells with hyperactivated SRC adapt to the SDF1-rich bone marrowmicroenvironment and thus facilitate bone metastasis."
P12931,SRC,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"Specifically, CAFs in the primary breast tumour stromaproduce ample amounts of SDF1 and insulin- like growthfactor 1 (IGF1), which help cancer cells with hyperactivated SRC adapt to the SDF1-rich bone marrowmicroenvironment and thus facilitate bone metastasis."
Q9P296,C5AR2,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"It is noteworthy that we have recently identified two novel cell surface proteins -CD10, a zinc- dependent metalloproteinase, and G protein- coupled receptor 77(GPR77), an alternative receptor for complement C5a-that can jointly mark a unique pro- tumorigenic CAF subset involved in cancer stemness and chemore sistance."
P52823,STC1,Homo sapiens (Human),READ,Colorectal cancer,increase,Responsor,"In colorectal cancer, PDGF- activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
P52823,STC1,Homo sapiens (Human),COAD,Colorectal cancer,increase,Responsor,"In colorectal cancer, PDGF- activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
Q9NRA1,PDGFC,Homo sapiens (Human),READ,Colorectal cancer,increase,Secretion,"CAFs produce abundant VEGFA, PDGFC, FGF2, osteopontin and secreted frizzled- related protein 2 (SFRP2) to stimulate orexacerbate the angiogenic programming of neoplastic tissues."
Q9NRA1,PDGFC,Homo sapiens (Human),COAD,Colorectal cancer,increase,Secretion,"CAFs produce abundant VEGFA, PDGFC, FGF2, osteopontin and secreted frizzled- related protein 2 (SFRP2) to stimulate orexacerbate the angiogenic programming of neoplastic tissues."
P04085,PDGFA,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"In colorectal cancer, PDGF-activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
P04085,PDGFA,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"In colorectal cancer, PDGF-activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
P01127,PDGFB,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"In colorectal cancer, PDGF-activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
P01127,PDGFB,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"In colorectal cancer, PDGF-activated CAFs can promote intravasation and distant metastases of the tumour cells through stanniocalcin 1 secretion."
P25799,NFKB1,Mus musculus (Mouse),other,Skin squamous cell carcinomas,increase,Responsor,"These proinflammatory CAFs mediate innate immune cell recruitment and augment tumor angiogenesis, thereby enhancing tumor growth, in an NF-kB-dependent manner."
O60512,B4GT3,Homo sapiens (Human),LIHC,Liver cancer,decrease,Responsor,"More importantly, B4GALT3 expression levels decreased in primary CAFs, compared with NFs."
P05556,ITB1,Homo sapiens (Human),LIHC,Liver cancer,increase,Responsor,"In sum, our results show that, tumor-derived exosomal miR- 1247-3p converts fibroblasts to CAFs via downregulating B4GALT3, to activate ?1-integrin–NF-?B signaling pathway to promote lung metastasis of liver cancer."
Q16665,HIF1A,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,ROS promoted conversion of fibroblasts into highly migrating myofibroblasts through accumulation of the hypoxia-inducible factor (HIF)-1a transcription factor and the CXCL12 chemokine
P42771,CDN2A,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,p16INK4A that expression is reduced in 83% CAFs as compared with their normal adjacent counterparts cancer-free tissues isolated from the same patients.
Q14103,HNRPD,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,The level of the AUF1 protein is higher in CAFs than in TCFs
P17535,JUND,Homo sapiens (Human),BRCA,Breast cancer,decrease,Regulator,inactivation of junD in fibroblasts converts them into myofibroblasts and increases their cellular migration potential.
Q99758,ABCA3,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q99758,ABCA3,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q99758,ABCA3,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9BZC7,ABCA2,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9BZC7,ABCA2,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9BZC7,ABCA2,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
O95477,ABCA1,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
O95477,ABCA1,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
O95477,ABCA1,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q86UK0,ABCAC,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q86UK0,ABCAC,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q86UK0,ABCAC,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
P45844,ABCG1,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
P45844,ABCG1,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
P45844,ABCG1,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NP78,ABCB9,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NP78,ABCB9,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NP78,ABCB9,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NRK6,ABCBA,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NRK6,ABCBA,Homo sapiens (Human),LUAD,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
Q9NRK6,ABCBA,Homo sapiens (Human),LUSC,Lung cancer,increase,Responsor,"a unique subset of CAFs that express CD10 and GPR77 are resistant to chemotherapy themselves owing to the expression of the ATP- binding cassette (ABC) transporters and, more strikingly, these CAFs provide a survival niche for CSCs against chemotherapeutic intervention in breast and lung cancers."
O00144,FZD9,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q9ULV1,FZD4,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q14332,FZD2,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
O60353,FZD6,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q9NPG1,FZD3,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
O75084,FZD7,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q13467,FZD5,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q9H461,FZD8,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q9UP38,FZD1,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
Q9ULW2,FZD10,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
P09544,WNT2,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
O94907,DKK1,Homo sapiens (Human),other,Skin squamous cell carcinomas,increase,Responsor,"Other development-related genes, including Wnt signalling components (Fzd, Wnt2 and DKK1) and fibroblast growth factor receptor 2 (FGFR2), were upregulated in CAFs and downmodulated in HDFs with CSL silencing."
P04637,P53,Homo sapiens (Human),other,Skin squamous cell carcinomas,decrease,Regulator,"Concomitant loss of CSL and p53 overcomes fibroblast senescence, enhances expression of CAF effectors and promotes stromal and cancer cell expansion."
P09382,LEG1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Regulator,"Notably, blocking Gal-1 expression significantly inhibits CAF conditioned medium-induced tumor cell migration and invasion, possibly by reducing the production of monocyte chemotactic protein-1 (MCP-1/CCL2)."
P13500,CCL2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"Notably, blocking Gal-1 expression significantly inhibits CAF conditioned medium-induced tumor cell migration and invasion, possibly by reducing the production of monocyte chemotactic protein-1 (MCP-1/CCL2)."
P01127,PDGFB,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
P01127,PDGFB,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
P04085,PDGFA,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
P04085,PDGFA,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
Q9NRA1,PDGFC,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
Q9NRA1,PDGFC,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,PDGF-stimulated fibroblasts increased migration and invasion of co-cultured colorectal cancer cells in an STC1-dependent manner.
O55183,STC1,Mus musculus (Mouse),READ,Colorectal cancer,increase,Regulator,"In an orthotopic mouse model of colorectal cancer, tumors formed in the presence of STC1-deficient fibroblasts displayed reduced intravasation of tumor cells along with fewer and smaller distant metastases formed."
O55183,STC1,Mus musculus (Mouse),COAD,Colorectal cancer,increase,Regulator,"In an orthotopic mouse model of colorectal cancer, tumors formed in the presence of STC1-deficient fibroblasts displayed reduced intravasation of tumor cells along with fewer and smaller distant metastases formed."
O95715,CXL14,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Growth factors linked to CAF activation include members of the TGF-beta and hedgehog families, and chemokines including CXCL14 and CCL3."
O95715,CXL14,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Growth factors linked to CAF activation include members of the TGF-beta and hedgehog families, and chemokines including CXCL14 and CCL3."
